season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,status,exit_week,exit_week_inferred,week,judge_total,num_judges,zero_placeholder,active
18,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,Eliminated Week 2,11,eliminated,2,0,1,20.0,3,0,1
18,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,eliminated,2,0,1,18.0,3,0,1
18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,Eliminated Week 9,5,eliminated,9,0,1,27.0,3,0,1
18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,2nd Place,2,finalist,10,1,1,24.0,3,0,1
18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,1st Place,1,finalist,10,1,1,24.0,3,0,1
18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,eliminated,6,0,1,21.0,3,0,1
18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,Eliminated Week 5,9,eliminated,5,0,1,22.0,3,0,1
18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,Eliminated Week 7,7,eliminated,7,0,1,21.0,3,0,1
19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,eliminated,7,0,1,25.0,4,0,1
19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,eliminated,6,0,1,30.0,4,0,1
19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,eliminated,9,0,1,32.0,4,0,1
19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,finalist,11,1,1,29.0,4,0,1
19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,finalist,11,1,1,36.0,4,0,1
19,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,eliminated,1,0,1,22.0,4,0,1
19,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,eliminated,3,0,1,31.0,4,0,1
19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,eliminated,10,0,1,27.0,4,0,1
19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,eliminated,4,0,1,20.0,4,0,1
19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,eliminated,8,0,1,25.0,4,0,1
19,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,eliminated,2,0,1,29.0,4,0,1
19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,eliminated,11,0,1,32.0,4,0,1
19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,finalist,11,1,1,34.0,4,0,1
20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,eliminated,5,0,1,25.0,4,0,1
20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,eliminated,7,0,1,25.0,4,0,1
20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,finalist,10,1,1,31.0,4,0,1
20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,finalist,10,1,1,32.0,4,0,1
20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,eliminated,9,0,1,30.0,4,0,1
20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,eliminated,4,0,1,26.0,4,0,1
20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,eliminated,8,0,1,28.0,4,0,1
20,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,eliminated,3,0,1,22.0,4,0,1
20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,finalist,10,1,1,26.0,4,0,1
20,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,eliminated,2,0,1,22.0,4,0,1
20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,eliminated,6,0,1,25.0,4,0,1
20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,eliminated,8,0,1,26.0,4,0,1
21,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,eliminated,4,0,1,15.0,3,0,1
21,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,eliminated,9,0,1,22.0,3,0,1
21,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,eliminated,11,0,1,23.0,3,0,1
21,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,eliminated,2,0,1,15.0,3,0,1
21,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,finalist,11,1,1,22.0,3,0,1
21,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,eliminated,2,0,1,13.0,3,0,1
21,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,eliminated,8,0,1,21.0,3,0,1
21,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,withdrew,9,1,1,23.0,3,0,1
21,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,finalist,11,1,1,24.0,3,0,1
21,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,eliminated,7,0,1,21.0,3,0,1
21,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,finalist,11,1,1,24.0,3,0,1
21,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,withdrew,2,1,1,12.0,3,0,1
21,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,eliminated,6,0,1,15.0,3,0,1
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,eliminated,3,0,1,16.0,3,0,1
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,eliminated,7,0,1,20.0,3,0,1
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,eliminated,8,0,1,20.0,3,0,1
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,eliminated,6,0,1,15.0,3,0,1
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,eliminated,7,0,1,21.0,3,0,1
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,eliminated,9,0,1,21.0,3,0,1
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,finalist,10,1,1,21.0,3,0,1
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,eliminated,2,0,1,13.0,3,0,1
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,finalist,10,1,1,23.0,3,0,1
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,finalist,10,1,1,23.0,3,0,1
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,eliminated,9,0,1,23.0,3,0,1
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,eliminated,4,0,1,21.0,3,0,1
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,eliminated,2,0,1,22.0,4,0,1
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,eliminated,7,0,1,22.0,4,0,1
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,eliminated,9,0,1,27.0,4,0,1
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,eliminated,8,0,1,24.0,4,0,1
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,finalist,11,1,1,26.0,4,0,1
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,finalist,11,1,1,31.0,4,0,1
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,eliminated,6,0,1,24.0,4,0,1
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,eliminated,3,0,1,20.0,4,0,1
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,finalist,11,1,1,31.0,4,0,1
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,eliminated,4,0,1,26.0,4,0,1
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,eliminated,4,0,1,25.0,4,0,1
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,eliminated,11,0,1,27.0,4,0,1
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,eliminated,10,0,1,25.0,4,0,1
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,eliminated,3,0,1,21.0,4,0,1
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,eliminated,4,0,1,20.0,4,0,1
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,eliminated,6,0,1,28.0,4,0,1
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,eliminated,7,0,1,28.0,4,0,1
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,eliminated,8,0,1,22.0,4,0,1
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,eliminated,9,0,1,32.0,4,0,1
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,finalist,10,1,1,28.0,4,0,1
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,finalist,10,1,1,31.0,4,0,1
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,eliminated,2,0,1,17.0,4,0,1
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,eliminated,5,0,1,24.0,4,0,1
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,finalist,10,1,1,27.0,4,0,1
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,eliminated,7,0,1,24.0,4,0,1
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,eliminated,5,0,1,18.0,3,0,1
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,finalist,10,1,1,19.0,3,0,1
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,finalist,10,1,1,22.0,3,0,1
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,eliminated,4,0,1,18.0,3,0,1
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,eliminated,7,0,1,20.0,3,0,1
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,eliminated,8,0,1,15.0,3,0,1
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,eliminated,9,0,1,19.0,3,0,1
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,eliminated,2,0,1,14.0,3,0,1
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,finalist,10,1,1,22.0,3,0,1
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,eliminated,2,0,1,17.0,3,0,1
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,eliminated,6,0,1,18.0,3,0,1
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,eliminated,10,0,1,16.0,3,0,1
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,eliminated,7,0,1,21.0,3,0,1
26,Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,Eliminated Week 1,10,eliminated,1,0,1,19.0,3,0,1
26,Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,Eliminated Week 1,9,eliminated,1,0,1,18.0,3,0,1
26,Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,Eliminated Week 2,8,eliminated,2,0,1,17.0,3,0,1
26,Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,Eliminated Week 2,7,eliminated,2,0,1,20.0,3,0,1
26,Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,Eliminated Week 3,6,eliminated,3,0,1,21.0,3,0,1
26,Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,Eliminated Week 3,5,eliminated,3,0,1,21.0,3,0,1
26,Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,Eliminated Week 3,4,eliminated,3,0,1,23.0,3,0,1
26,Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,3rd Place,3,finalist,4,1,1,23.0,3,0,1
26,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,2nd Place,2,finalist,4,1,1,24.0,3,0,1
26,Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,1st Place,1,finalist,4,1,1,24.0,3,0,1
27,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,Eliminated Week 8,5,eliminated,8,0,1,22.0,3,0,1
27,Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,3rd Place,3,finalist,9,1,1,18.0,3,0,1
27,Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,Eliminated Week 3,11,eliminated,3,0,1,19.5,3,0,1
27,John Schneider,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,eliminated,7,0,1,18.0,3,0,1
27,Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,finalist,9,1,1,20.0,3,0,1
27,Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,Eliminated Week 2,12,eliminated,2,0,1,18.0,3,0,1
27,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,eliminated,6,0,1,20.0,3,0,1
27,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,eliminated,7,0,1,23.0,3,0,1
27,Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,Eliminated Week 1,13,eliminated,1,0,1,17.5,3,0,1
27,Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,finalist,9,1,1,20.0,3,0,1
27,Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,Eliminated Week 4,10,eliminated,4,0,1,23.0,3,0,1
27,Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,finalist,9,1,1,22.0,3,0,1
27,Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,eliminated,8,0,1,14.0,3,0,1
28,Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,Eliminated Week 8,7,eliminated,8,0,1,15.0,3,0,1
28,James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,Eliminated Week 10,5,eliminated,10,0,1,21.0,3,0,1
28,Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,2nd Place,2,finalist,11,1,1,16.0,3,0,1
28,Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,Withdrew,11,withdrew,2,1,1,15.0,3,0,1
28,Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,Eliminated Week 4,10,eliminated,4,0,1,11.0,3,0,1
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,eliminated,6,0,1,18.0,3,0,1
28,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,eliminated,9,0,1,12.0,3,0,1
28,Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,Eliminated Week 2,12,eliminated,2,0,1,17.0,3,0,1
28,Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,4th Place,4,finalist,11,1,1,19.0,3,0,1
28,Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,3rd Place,3,finalist,11,1,1,16.0,3,0,1
28,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,Eliminated Week 7,8,eliminated,7,0,1,17.0,3,0,1
28,Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,1st Place,1,finalist,11,1,1,20.0,3,0,1
29,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,Eliminated Week 4,13,eliminated,4,0,1,18.0,3,0,1
29,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,eliminated,5,0,1,18.0,3,0,1
29,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,eliminated,8,0,1,13.0,3,0,1
29,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,eliminated,10,0,1,21.0,3,0,1
29,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,finalist,11,1,1,21.0,3,0,1
29,Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,Eliminated Week 2,15,eliminated,2,0,1,12.0,3,0,1
29,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,eliminated,6,0,1,17.0,3,0,1
29,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,eliminated,10,0,1,18.0,3,0,1
29,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,finalist,11,1,1,20.0,3,0,1
29,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,eliminated,9,0,1,18.0,3,0,1
29,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,finalist,11,1,1,16.0,3,0,1
29,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,finalist,11,1,1,20.0,3,0,1
29,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,Eliminated Week 3,14,eliminated,3,0,1,11.0,3,0,1
29,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,eliminated,7,0,1,19.0,3,0,1
29,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,withdrew,7,1,1,18.0,3,0,1
30,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,eliminated,2,0,1,13.0,4,0,1
30,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,eliminated,4,0,1,24.0,4,0,1
30,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,eliminated,9,0,1,26.0,4,0,1
30,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,eliminated,4,0,1,24.0,4,0,1
30,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,eliminated,7,0,1,24.0,4,0,1
30,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,eliminated,9,0,1,28.0,4,0,1
30,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,finalist,10,1,1,21.0,4,0,1
30,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,finalist,10,1,1,24.0,4,0,1
30,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,eliminated,5,0,1,27.0,4,0,1
30,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,eliminated,8,0,1,22.0,4,0,1
30,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,eliminated,8,0,1,25.0,4,0,1
30,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,finalist,10,1,1,29.0,4,0,1
30,Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,eliminated,3,0,1,25.0,4,0,1
30,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,eliminated,6,0,1,26.0,4,0,1
30,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,finalist,10,1,1,28.0,4,0,1
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,eliminated,1,0,1,18.0,4,0,1
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,eliminated,3,0,1,21.0,4,0,1
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,withdrew,5,1,1,28.0,4,0,1
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,eliminated,5,0,1,23.0,4,0,1
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,eliminated,9,0,1,21.0,4,0,1
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,eliminated,9,0,1,27.0,4,0,1
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,finalist,10,1,1,29.0,4,0,1
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,eliminated,4,0,1,20.0,4,0,1
31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,eliminated,6,0,1,20.0,4,0,1
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,eliminated,7,0,1,26.0,4,0,1
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,eliminated,8,0,1,24.0,4,0,1
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,finalist,10,1,1,32.0,4,0,1
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,eliminated,2,0,1,20.0,4,0,1
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,eliminated,8,0,1,17.0,4,0,1
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,finalist,10,1,1,28.0,4,0,1
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,finalist,10,1,1,28.0,4,0,1
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,eliminated,2,0,1,15.0,3,0,1
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,eliminated,5,0,1,17.0,3,0,1
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,eliminated,8,0,1,16.0,3,0,1
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,finalist,11,1,1,13.0,3,0,1
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,finalist,11,1,1,18.0,3,0,1
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,eliminated,4,0,1,18.0,3,0,1
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,eliminated,1,0,1,12.0,3,0,1
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,eliminated,3,0,1,12.0,3,0,1
